Partner Name,Customer Account Name,Account Tier,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD)
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZNxQOAW/view"", ""BQ para Banking"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oo2JEIAZ/view"", ""Tenpo Banking Infraestructure"")",,Corporate,MCO CORP SUR,Analytics,4.3: Migrated/Implemented,2026-07-01,2026-07-30,"180,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZN9fOAG/view"", ""Gemini Enterprise CCA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OmosBIAR/view"", ""Gemini Enterprise CCA"")",,Corporate,MCO CORP SUR,Build with AI,0-2: Tech Eval/Solution Dev,2026-10-15,2026-11-30,"51,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hulsXQAQ/view"", ""EMPRESA DE TELECOMUNICACIONES DE BOGOTA S A ESP"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eOgyOAE/view"", ""ETB - Skynet Whitelabel"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Jf3JSIAZ/view"", ""ETB - Infrastructure Migration & Workspace takeover Standard"")",,Corporate,MCO CORP NORTE,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-10-07,2026-10-29,"180,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hoQ67QAE/view"", ""autopistacentral.cl"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009WApNOAW/view"", ""Autopista Central - WL SAP Directo - AXMOS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PMm40IAD/view"", ""SAP on GCP for Autopista Central"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-10-11,2027-03-18,"1,800,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZHurOAG/view"", ""vmware nodes + virtual non stop"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PMmdYIAT/view"", ""Switch Transaccional CCA"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-10-22,2026-12-18,"250,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002S4aPIQAZ/view"", ""Antares Aduanas S.A.C."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009W8UDOA0/view"", ""Antares Aduanas S.A.C #GCP # Modernizar aplicaciones"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OK2RIIA1/view"", ""Antares Aduanas S.A.C #GCP # Modernizar aplicaciones#MCO #Outbound"")",,Corporate,MCO CORP CCA,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-07-30,2026-08-31,"80,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hSz4IQAS/view"", ""CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009td7IOAQ/view"", ""FY26 #Comfama #Bigquery #Datos Limpios"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OnoI1IAJ/view"", ""FY26-Q2 #Outbound #Comfama #Bigquery #Datos Limpios"")",,Corporate,MCO CORP NORTE,Analytics,3:  Proposal / Negotiation,2026-09-17,2026-12-17,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCArOAM/view"", ""infraestructura Tenpo Banking"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oo2JEIAZ/view"", ""Tenpo Banking Infraestructure"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-09-08,2026-12-30,"380,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCCJOA2/view"", ""Mambu on GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oo2K2IAJ/view"", ""Mambu en GCP"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-10-15,2026-12-29,"300,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCGGOA2/view"", ""Gemini Enterprise Full Tenpo"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oo66xIAB/view"", ""Gemini Enterprise Tenpo"")",,Corporate,MCO CORP SUR,Build with AI,0-2: Tech Eval/Solution Dev,2026-09-01,2026-11-19,"70,000.00"
